Creditor Name,Address Line 1,Address Line 2,Address Line 3,City,State,Zip,Contact,Phone,Fax,Consideration,Last Updated
Mohave County Justice Court,Lake Havasu Precinct,"2001 College Dr., Ste. 148",,Lake Havasu City,AZ,86403,,,,,06/07/2021
Mohave County Recorder's Office,PO Box 7000,,,Kingman,AZ,86402,,,,,05/20/2021
Mohave County Superior Court,401 E Spring St,,,Kingman,AZ,86402,,(928) 753-0713,,,08/30/2021
Mohave County Tax Processing Unit,700 W. Beale Street,,,Kingman,AZ,86401,,,,,04/13/2022
Mohave Medical Billing,120 Lakemaster Ln.,,,Lake Havasu City,AZ,86403,,,,,08/15/2023
MOHELA,633 Spirit Drive,,,Chesterfield,MO,63005,,,,,12/13/2022
Mohela,633 Spirit Dr.,,,Chesterfield,MO,63005,,,,,04/18/2025
Mohela Servicing,633 Spirit Dr,,,Chesterfield,MT,63005,,,,,07/03/2025
MOHELA/DOFED,633 Spirit Drive,,,Chesterfield,MO,63005,,,,,07/06/2025
MOHELA/EARNEST,633 SPIRIT DR,,,CHESTERFIELD,MO,63005-1243,,,,,05/16/2025
MOHELA/NAVIENT,633 SPIRIT OF SAINT LOUIS,,,CHESTERFIELD,MO,63005,,,,,05/07/2025
MOHELA/SERVICING,633 SPIRIT DR,,,Chesterfield,MO,63005-1243,,,,,04/09/2026
MOHELASERVCN,633 SPIRIT DRIVE,,,Chesterfield,MO,63005,,,,,05/08/2025
Moises Medina,16421 35th Pl W,,,Lynnwood,WA,98037,,,,,01/12/2026
Molan Dental,1026 Harvey Rd.,,,Auburn,WA,98002,,,,,04/14/2025
Molen Orthodontics,16209 64th St E #101,,,Sumner,WA,98390,(253) 939-2552,,,,07/11/2025
Moles Farewell Tributes & Crem,5700 Northwest Drive,,,Ferndale,WA,98248,,,,,03/21/2025
Molina Healthcare,PO BOX 30104,,,Tampa,FL,33630,,,,,02/01/2022
Mom,Apt. N404 3900 Veterans Dr.,,,Kent,WA,98032,,,,,04/22/2026
MOMDOC,PO Box 6730,,,Chandler,AZ,85246,,,,,12/02/2022
MomDoc,PO Box 6730,,,Chandler,AZ,85246-6730,,,,,12/02/2022
Momdoc,Attn: Billing | Bankruptcy,PO Box 6730,,Chandler,AZ,85246,,,,,05/07/2021
Momdoc,1634 S Priest Dr #101,,,Tempe,AZ,85281,,,,,04/02/2021
Monarch Recovery Management Inc,PO Box 986,,,Bensalem,PA,19020,,,,,11/15/2021
"Monarch Recovery Management, Inc.","3260 Tillman Drive, Suite 75",,,Bensalem,PA,19020,,,,,07/02/2020
"Monarch Recovery Management, Inc.",PO Box 986,,,Bensalem,PA,19020,,,,,09/20/2021
Monde Dental Lab,Attn: Billing | Bankruptcy,"155 North Upper Wacker Dr., #4250",,Chicago,IL,60606,,,,,10/22/2021
Money Key,1000 N. West St.,,,Wilmington,DE,19801,,,,,03/19/2024
Money Lion,P.O. Box 1547,,,Sandy,UT,84091-1547,,,,,01/30/2025
Money Lion,30 West 21st 9th Floor,,,New York,NY,10010,,,,,08/21/2025
Money Mart,340 W Universtiy Dr. #28,,,Mesa,AZ,85201,,,,,07/24/2020
Money Tree,14921 NE 20th St.,,,Bellevue,WA,98007,,,,,10/25/2024
Money Tree,PO Box 58443,,,Seattle,WA,98138,,,,,12/20/2021
Money Tree,Suite D,2528 S 38th St,,Tacoma,WA,98409,,,,,01/20/2023
"MoneyLion, Inc.",PO Box 1547,,,Sandy,UT,84091,,,,,09/26/2019
MoneySharp | www.moneysharp.org,Suite 2100,203 N. LaSalle,,Chicago,IL,60601,,,,,10/01/2020
Moneytree,31625 Pacific Hwy S A,,,Federal Way,WA,98003,,,,,03/06/2023
MoneyTree,9815 State Ave Suite A,,,Marysville,WA,98270,,,,,04/14/2023
Moneytree,Po Box 58443,,,Seattle,WA,98138,,,,,09/08/2023
Moneytree,"820 SW 34th St., Ste. D",,,Olympia,WA,98507,,,,,11/16/2023
Moneytree Inc,P.O. Box 58443,,,Seattle,WA,98138,,,,,04/29/2025
MoneyTree Inc,Suite D,820 SW 34th St.,,Renton,WA,98057,,,,,01/22/2024
"Moneytree, Inc.",P.O. Box 58443,,,Seattle,WA,98138-8443,,,,,12/03/2024
Monica Bernal,10016 W. Preston Ln.,,,Tolleson,AZ,85353,,,,,08/24/2020
Monica Giles,30566 52nd Ave S,,,Auburn,WA,98001,,,,,03/25/2025
Monroe County Clerk of the Court,39 W. Main St.,,,Rochester,NY,14614,,,,,03/17/2025
Monroe County Supreme Court,99 Exchange Blvd #545,,,Rochester,NY,14614,,,,,04/01/2026
Monroe Hospital,4011 S. Monroe Medical Park Blvd.,,,Bloomington,IN,47403,,,,,09/15/2022
"Monson Law Office, P.C.","1865 NW 169th Place, Suite 208",24-2-06076-1,,Beaverton,OR,97006,,,,,12/10/2024
Montalena Master Community Associatipon,c/o City Property Management,4645 E Cotton Gin Loop,,Phoenix,AZ,85040,,,,,12/11/2023
Montana Dept. of Revenue,Attn: Bankruptcy,PO Box 7701,,Helena,MT,59604-7701,,,,,02/27/2026
Montana Health Solutions,100 Consumer Direct Way,Suite 200,,Missoula,MT,59808,,,,,03/12/2026
Monteray Financial Services LL,12081 Collections Center Drive,,,Chicago,IL,60693,,,,,02/09/2023
Monterey Collections,Attn: Bankruptcy,PO Box 5199,,Oceanside,CA,92052,,,,,11/18/2020
Monterey Psychiatric Center,415 Figueroa St.,,,Monterey,CA,93940,,,,,09/09/2022
"Montgomery Lynch & Associates, Inc.",PO Box 22720,,,Beachwood,OH,44122,,,,,07/22/2020
Montgomery Ward,1112 7th Ave.,,,Monroe,WI,53565,,,,,09/22/2020
Montgomery Ward,c/o Creditor Bankruptcy Service,PO Box 800849,,Dallas,TX,75380,,,,,05/15/2022
Montgomery Ward,1112 th Ave,,,Monroe,WI,53566,,,,,06/24/2022
Montgomery Ward,c/o Creditors Bankruptcy Serv,PO Box 800849,,Dallas,TX,75380,,,,,08/17/2024
Montgomery Ward,Universal Fidelity LP,P.O. Box 5444,,Katy,TX,77491,,,,,10/11/2024
"Montoya, Lucero, & Pastor P.A.",Re Case # CV2020-013305,"3200 North Central Ave., Suite 2550",,Phoenix,AZ,85004,,,,,12/02/2024
Moon Valley Justice Court,Re Case#:,"18380 N. 40th St.,  UNIT 130",,Phoenix,AZ,85032,,,,,12/29/2020
"Moore Furniture, Inc.",P.O. Box 428,,,Ephrata,WA,98823,,,,,11/18/2024
Moore Law Group,PO Box 25145,,,Santa Ana,CA,92799,,,,,08/21/2019
More MD,"12361 W. Bola Dr., Suite 109",,,Surprise,AZ,85378,,,,,12/21/2023
MoreMD,"12361 W. Bola Dr., Ste. 109",,,Surprise,AZ,85378,,,,,06/21/2022
Morgan & Associates,"2601 N.W. Expressway, Suite 205 East",,,Oklahoma City,OK,73112-7229,,,,,11/15/2021
Morgan Park,8902 N 19th Ave,,,Phoenix,AZ,85021,,,,,01/26/2022
Morgan Stanley,P.O. BOX 219804,,,Kansas City,MO,64121,,,,,03/30/2026
Morning Sun Farms HOA,"7255 E. Hampton Ave., Ste. 101",,,Mesa,AZ,85209,,,,,05/01/2023
Morris Management Inc.,"325 118th Ave SE, Ste 204",,,Bellevue,WA,98005,,,,,04/28/2022
Morrison Ranch Community Council,8360 E. Via De Ventura,Ste. L100,,Scottsdale,AZ,85258,,,,,12/07/2022
"Morrison, Ekre, & Bart Management | MEB","11201 N. Tatum Blvd., Suite 260",,,Phoenix,AZ,85028,,,,,03/09/2021
Morton Supply,1724 South First Street,,,Yakima,WA,98901,,,,,05/06/2024
Mosaic,PO Box 820,,,Scottsdale,AZ,85252-0820,,866-493-6367,,Solar Equipment,07/14/2025
Moscow Family Eye Care,1205 E. 6th Street,,,Moscow,ID,83843-3705,,,,,04/14/2025
Moses Lake Branch,1035 W. Broadway,PO Box 327,,Moses Lake,WA,98837,,,,,04/12/2023
Moses Lake Community Health Center,605 Coolidge Dr.,,,Moses Lake,WA,98837,,,,,09/19/2023
Moses Lake School District,1620 S Pioneer Way,,,Moses Lake,WA,98837,,,,,07/24/2025
"Mosley Management, LLC",300 Lenora St.,258,,Seattle,WA,98121,,,,,03/14/2025
Moss Alley Motors Inc,9321 12th Ave,,,Seattle,WA,98122,,,,,04/18/2022
"Moss Law Firm, P.C.",P.O. Box 65020,,,Lubbock,TX,79464,,,,,04/03/2025
Moss Legal Group,4010 82nd St. #230,,,Lubbock,TX,79423,,,,,05/29/2020
Mother,1156 N Ambrosia,,,Mesa,AZ,85205,,,,,07/07/2022
Mother,2787 Florer Dr.,,,Grants Pass,OR,97227,,,,,08/19/2024
Motive,55 Hawthorne St #400,,,San Francisco,CA,94105,,,,,02/26/2024
Motor Vehicle Division,PO BOX 2100,,,Phoenix,AZ,85001,,,,,04/23/2024
Mount Graham Regional Medical Center,1600 S. 20th Avenue,,,Safford,AZ,85546,,,,,02/12/2024
Mount Vernon Root Canal,130 South 15th St.,,,Mount Vernon,WA,98273,,,,,06/19/2024
Mountain America Credit Union,Attn: Bankruptcy,9800 S Monroe St,,Sandy,UT,84070,,,,,11/06/2025
Mountain America Credit Union,P.O. Box 2331,,,Sandy,UT,84091,,,,,03/07/2026
Mountain America Fcu,660 S 200 East,,,Salt Lake City,UT,84111,,,,,04/13/2020
Mountain Gate,9629 South 14th Ave,,,Phoenix,AZ,85041,,,,,02/16/2022
Mountain Gate,9000 E Pima Center Parkway,Suite 300,,Scottsdale,AZ,85258,,,,,03/25/2026
Mountain Gate Community,9629 S. 14th Ave.,,,Phoenix,AZ,85041,,,,,11/28/2023
Mountain Heights Comm. Assoc.,"7255 E. Hampton Ave., Ste. 101",,,Mesa,AZ,85209,,,,,03/13/2024
Mountain Imaging LLC,PO Box 843470,,,Los Angeles,CA,90084-3470,,,,,01/19/2023
Mountain Park Health Center,PO Box 844096,,,Los Angeles,CA,90084,,,,,09/07/2021
Mountain Park Ranch,"15425 S. 40th Pl., Suite 4",,,Phoenix,AZ,85044,,,,,09/09/2020
Mountain Peak Law Group PC,PO Box 441365,,,Aurora,CO,80044-1365,,,,,03/10/2022
Mountain Point Medical Center,PO Box 271570,,,Salt Lake City,UT,84127,,,,,07/05/2023
Mountain Summit Financial,635 E. Hwy 20 F,,,Upper Lake,CA,95485,,,,,09/23/2020
"Mountain View Family Dental, PLLC",Attn: Billing | Bankruptcy,459 N Val Vista Dr.,,Mesa,AZ,85213,,,,,11/02/2020
Mountain View Mobile Home Park,349 South Road 1W #H20,,,Chino Valley,AZ,86323,,,,,03/12/2025
Mountain View Surgery Center,"2450 E Guadalupe Rd., STE 101",,,Gilbert,AZ,85234,,,,,01/18/2021
Mountain View Villa Apartments,"740 East Mingus Avenue, #1060",,,Cottonwood,AZ,86326,,,,,09/23/2025
Mountain Vista Homeowners Assoc.,c/o Trestle Managment Group,"450 N. Dobston Road, Suite 201",,Mesa,AZ,85201,,,,,09/19/2024
Mountain Vista Medical Center,1301 S. Crimson Rd.,,,Mesa,AZ,85209,,,,,11/24/2020
Mountain Vista Medical Center,Suite 102,1301 S. Crismon Rd.,,Mesa,AZ,85209,,,,,04/05/2021
Mountain Vista Medical Center,PO Box 2698,,,Salt Lake City,UT,84110-2698,,,,,01/24/2022
Mountain Vu RV Park,11295 Cornville Rd.,,,Cornville,AZ,86325,,,,,05/13/2021
Mountain West Bank,P.O. Box 1059,,,Coeur D Alene,ID,83816,,,,,10/17/2024
MountainCrest Credit Union,3710 168th Street NE,Suite A108,,Arlington,WA,98223,,,,,07/30/2024
Mountainside Fitness,4820 E Ray Rd,,,Phoenix,AZ,85044,,,,,01/26/2022
"Mountainside Phoenix 647, LLC",PO Box 82565,,,Goleta,CA,93118-2565,,,,,04/06/2020
Moutain Ranch,16625 S Desert Foothills Pkway,,,Phoenix,AZ,85048,,,,,07/14/2021
Move2Center Studio,3618 SW Alaska St,Basement Suite,,Seattle,WA,98126,,,,,01/17/2022
Mover.com,210 N Center Drive,,,North Brunswick,NJ,08920,,,,,01/09/2024
Moxy Pest Control,5329 Cameron Street Suite 106,,,Las Vegas,NV,89118,,,,,07/23/2025
"MP GlenEagles Apartments, LLC",East Bell Roat #2175,,,Scottsdale,AZ,85260,,,,,11/14/2025
Mr. Cooper,8950 Cyrpress Waters Blvd.,,,Coppell,TX,75019,,,,,01/17/2020
Mr. John Daddona,RE: S1400CV201900833,"3040 N.Campbell Ave., Suite 100",,Tucson,AZ,85719,,,,,10/16/2020
MRC/United Wholesale M,Attn: Bankruptcy,PO Box 619098,,Dallas,TX,75261,,,,,01/30/2023
MRS,1930 Olney Ave,,,Cherry Hill,NJ,08003,,,,,11/17/2022
MRS,1930 Olney Ave.,,,Cherry Hill,NJ,08003,,,,,02/17/2023
MRS Associates of New Jersery,1930 Olney Avenue,,,Cherry Hill,NJ,08003,,,,,04/08/2020
Mrs bpo,1390 Olney Ave.,,,Cherry Hill,NJ,08003,,,,,08/29/2024
MRS BPO LLC,1930 Olney Ave.,,,Cherry Hill,NJ,08003,,,,,04/27/2020
Mrs Bpo Llc,Attn: Bankruptcy,1930 Olney Avenu,,Cherry Hill,NJ,08003,,,,,07/24/2023
"MRS BPO, LLC",1930 Olney Ave,,,Cherry Hill,NJ,08003,,,,,05/30/2024
"MRS BPO, LLC",402 Lippincott Dr,,,Marlton,NJ,08053,,,,,01/13/2026
"MRS BPO, LLC",402 Lippincott,,,Marlton,NJ,08053,,,,,03/19/2026
MRV Banks,2700 S Lorraine Place,,,Sioux Falls,SD,57106-2700,,,,,07/26/2023
Mrv/Revvi,Attn: Bankruptcy,PO Box 85800,,Sioux Falls,SD,57118,,,,,08/29/2025
MSB,111 West Main Street,,,Middletown,DE,19709,,,,,02/03/2025
MSF Servicing,7450 Campus Drive,,,Colorado Springs,CO,80920,,,,,09/29/2025
MT Baker Imaging,po box 24326,,,Seattle,WA,98124,,,,,12/01/2022
Mt Rainer Emergency Physicians,PO BOX 662050,,,Arcadia,CA,91066-2050,,,,,12/29/2021
Mt Rainer Emergency Physicians,P.O. Box 920145,,,Dallas,TX,75392,,,,,01/03/2024
Mt. Rainier Emergency Phys,PO Box 731409,,,Puyallup,WA,98373,,,,,07/26/2022
MTI Physical Therapy,1560 140th Ave NE Ste 100,,,Bellevue,WA,98005,,,,,04/11/2024
MTX of SW Florida Inc.,11700 N. 58th St. Ste. H,,,Tampa,FL,33617,,,,,07/02/2021
MUFG Union Bank NA,"ATTN: Document Control Dept,",9885 Towne Centre Dr.,,San Diego,CA,92121,,,,,06/02/2023
Mulberry Community Association,c/o CCMC,"8360 E. Via de Ventura Blvd., #L-100",,Scottsdale,AZ,85258,,,,,02/17/2022
"Mulligan Funding, LLC",c/o Babcock Scott & Babcock PC,"370 E. South Temple, 4th Floor",,Salt Lake City,UT,84111,,,,,05/06/2024
Multcare Health System,PO BOX 10289,,,Pasadena,CA,91189,,,,,07/02/2025
MULTI CARE,15 WEST YAKIMA AVE. SUITE 100,,,Yakima,WA,98902,,,,,04/03/2024
Multi Care Medical PC,Suite 404,12277 De Paul Drive,,Bridgeton,MO,63044,,,,,04/13/2022
Multicare,315 MLK Jr Way,,,Tacoma,WA,98405,,,,,12/12/2025
MultiCare,c/o Revenue Cycle Customer Svc,PO Box 5299 -- MS 1313-5-CUS,,Tacoma,WA,98415-0299,,,,,12/03/2025
Multicare,P.O. Box 5299,,,Tacoma,WA,98415,,,,,12/11/2024
Multicare,Carepayment,P.O. box 2398,,Omaha,NE,68103-2398,,,,,11/15/2024
MultiCare,PO Box 102809,,,Pasadena,CA,91189,,,,,05/30/2024
Multicare,P.O. Box 102809,,,Pasadena,CA,91189,,,,,01/03/2024
Multicare,Suite 100,15 W. Yakima Ave.,,Morton,WA,98356,,,,,01/09/2024
MultiCare,P.O. Box 94361,,,Seattle,WA,98124,,,,,10/19/2023
Multicare,Po box 5299,,,Tacoma,WA,98415,,,,,11/17/2023
Multicare,PO Box 5299,MS: 1313-5-CUS,,Tacoma,WA,98415,,,,,10/02/2023
Multicare,12606 E Mission Ave,,,Spokane,WA,99216,,,,,09/27/2023
MultiCare,Suite H,1812 Mildred St,,Tacoma,WA,98465,,,,,01/20/2023
Multicare,17700 SE 272nd St,,,Kent,WA,98042,,,,,10/27/2022
Multicare,PO BOX 34883,,,Seattle,WA,98124,,,,,02/10/2022
MultiCare,PO BOX 740757,,,Cincinnati,OH,45274-0757,,,,,12/29/2021
MULTICARE 249.88,9600 SW NIMBUS AVE STE 260,,,Beaverton,OR,97008,,,,,02/28/2023
Multicare Business Services,15 W Yakima Ave Ste 100,,,Yakima,WA,98902,,,,,08/10/2023
Multicare Capitol Urology,Building T,601 Mcphee Rd. SW,,Olympia,WA,98502,,,,,02/21/2025
Multicare Covington Hospital,P.O. Box 5299,,,Tacoma,WA,98415,,,,,03/27/2025
Multicare Deaconess Hospital,"800 W. 5TH AVE., SPOKANE",,,Spokane,WA,99204,,,,,07/10/2025
MultiCare Gig Harbor,Medical Park,4545 Point Fosdick Dr.,,Gig Harbor,WA,98335,,,,,04/09/2026
Multicare Good Samaritan,401 15th Ave SE,,,Puyallup,WA,98372,,,,,02/12/2025
MultiCare Health System,PO Box 34883,,,Seattle,WA,98124,,,,,06/06/2022
MultiCare Health System,Attn: Bankruptcy,P.O. Box 102809,,Pasadena,CA,91189,,,,,02/06/2023
Multicare Health System,PO Box 102809,,,Pasadena,CA,91189,,,,,05/31/2023
Multicare Health System,PO Box 5299,,,Tacoma,WA,98415,,,,,12/04/2023
MultiCare Health System,PO BOX 6545,,,Madison,WI,53716,,,,,03/31/2025
MultiCare Health System,Attn: Bankrutcy,820 A Street,,Tacoma,WA,98402-5202,,,,,05/20/2025
Multicare Health System,"c/o State Collection Service,",2509 S. Stoughton Rd.,,Madison,WI,53716,,,,,06/09/2025
Multicare Health Systems,PO Box 5299,,,Tacoma,WA,98415,,,,,04/09/2025
MultiCare Health Systems,PO Box 6250,,,Madison,WI,53716,,,,,12/19/2023
Multicare Indigo Urgent Care,800 164th St SE,,,Bothell,WA,98012,,,,,03/14/2023
Multicare Medical Center,P.O. Box 5299,Mailstop 1313-5-CUS,,Tacoma,WA,98415,,,,,03/05/2025
Multicare- Carepayment,PO Box 2398,,,Omaha,NE,68103,,,,,11/28/2023
MULTICARE/CARE PAYMENT,PO BOX 2398,,,Omaha,NE,68103,,,,,02/14/2024
Multifamily NW,16083 SW Upper Boones Ferry,Road Suite 105,,Portland,OR,97224,,503-213-1281,,,05/29/2025
Multistate Land Investments,dba Jeremy Here,340 S. Lemon Ave. Suite 1840,,Walnut,CA,91789,,,,,07/05/2023
Multnomah County Circuit Court,1200 SW 1st Ave.,,,Portland,OR,97204,,,,,08/01/2024
Mummert Properties LLC,4947 W. 16th St.,,,Indianapolis,IN,46224,,,,,08/05/2021
Municipal Parking Services,PO Box 56638,,,New Orleans,LA,70156,,,,,02/11/2026
Municipal Services Bureau,P.O. Box 16755,,,Austin,TX,78761-6755,,,,,04/27/2020
Municipla Court of Seattle,600 5th Avenue,,,Seattle,WA,98104,,,,Lawsuit,12/08/2025
Munro Wilcox,1451 Walz Avenue,,,Glenwood Springs,CO,81601,,,,,07/03/2023
"Murphy, Lomon & Associates","2860 River Rd., Suite 200",,,Des Plaines,IL,60018,,,,,07/02/2024
Muti Care | Virginia Mason,Attn: Billing,1100 9th Ave.,,Seattle,WA,98101,,,,,08/17/2023
Mutual of Omaha Mortgage,PO Box 40724,,,Lansing,MI,48901-7924,,,,,05/01/2023
MUV Fitness Spokane Valley,14927 E Sprague AVe.,,,Spokane,WA,99216,,,,,09/20/2024
"MV McDowell Partners, LLC",4707 E. McDowell Rd. #2191,,,Phoenix,AZ,85008,,,,,04/30/2021
MV Realty,401 E. Atlantic Avenue,,,Delray Beach,FL,33444,,,,,04/25/2024
MVC Trust,1200 Bartow Road,,,Lakeland,FL,33801,,,,,02/20/2026
"MVC Trust Owners Association, Inc.",7812 Palm Parkway,,,Orlando,FL,32836,,,,,02/11/2026
MVMG Part of Optum,PO Box 913025,,,Denver,CO,80291,,,,,04/22/2022
My AZ Lawyers,1731 W Baseline Rd #101,,,Mesa,AZ,85202,,,,,03/30/2022
My Dr.  Now,P.O. Box 207099,,,Dallas,TX,75320-7099,,,,,02/18/2025
"My Kidney Care, LLC",301 S Lake St.,,,Farmington,NM,87401,,,,,04/02/2024
My Quick Wallet,P.O. Box 1146,,,Mission,SD,57555,,,,,08/28/2023
My Tran,c/o Green & Norwood PLLC,Suite 300,2284 W. Commodore Way,Seattle,WA,98199,,,,,05/26/2023
MyDr Now,261 N. Roosevelt Ave,,,Chandler,AZ,85226,,,,,08/28/2019
MyDr Now,Attn: Bankruptcy | Billing,PO Box 207099,,Dallas,TX,75320,,,,,02/22/2022
Myfundingchoices or,Black Hawk Financial,1601 GA HWY 40 E Suite M#247,,Kingsland,GA,31548,,,,,04/06/2022
Myles A. Schneider & Associates Ltd.,B269,1430 E. Missouri Ave. Ste,,Phoenix,AZ,85014,,,,,04/21/2025
MyLoanSite.com,PO Box 188,,,Fort Thompson,SD,57339,,,,,04/24/2021
MYND Management,967 E. Robert Hansen Dr.,,,Tucson,AZ,85706,,,,,08/17/2021
MYND roperty Management,7034 W. Villa St.,,,Phoenix,AZ,85043,,,,,03/22/2021
Myrna Mattei,1074 Providence Lane,,,Oviedo,FL,32765,,,,,07/31/2023
Myron Lloyd,421 S. Howes #1101,,,Fort Collins,CO,80524,,,,,12/08/2022
N. 75th AZ partners LLC.,16601 N. 75th Aveune,,,Peoria,AZ,85382,,,,,05/15/2025
"N.A.R., Inc",Suite #410,1600 West 2200 South,,Salt Lake City,UT,84119,,,,,11/15/2023
NACM Business Credit Services,2201 SW 152nd Street,,,Seattle,WA,98166,,,,,05/16/2023
NACM Commerical Services,"606 N Pines Rd., Suite 102",,,Spokane,WA,99206,,,,,05/15/2023
NACM CS,"C/O Phillabaum, Ledlin, Matthews, &","1235 N. Post., Suite 100",,Spokane,WA,99201,,,,,05/11/2023
NAH Provider Group,PO Box 14000,,,Belfast,ME,04915-4033,,,,,02/22/2021
Nakanishi Dental Lab,2959 Northrup Way,,,Bellevue,WA,98004,,,,,09/20/2022
NALS-Versante LP,11120 W Van Buren St,,,Avondale,AZ,85323,,,,,04/22/2022
Nam Lieu,1805 147th Pl. SE,,,Bellevue,WA,98007,,,,,03/08/2024
Name of RV park,730 E. Brown Rd.,,,Mesa,AZ,85203,,,,,04/27/2021
Nancy Beyer,275 4th Ave S. #1,,,Edmonds,WA,98020,,,,,08/30/2024
Nancy Mathieson,16116 128th Ave. SE,,,Renton,WA,98058,,,,,08/19/2024
NAPA,5420 Peachtree Industrial Blvd.,,,Norcross,GA,30071,,,,,11/14/2022
Narazona Corporation,7507 N. 21st St.,,,Phoenix,AZ,85020,,,,,11/11/2020
Narcisa Sanjurgo-Manso,6203 56th Drive,,,Marysville,WA,98270,,,,,03/31/2026
Narrows Pointe Apartments,2545 N. Narrows Drive,,,Tacoma,WA,98406,,,,,05/23/2024
Narrows Surgery Center PS,4707 S 19th St STE 210,,,Tacoma,WA,98405,,,,,09/17/2025
Nash Cleaning Corp,DBA Quality Residential & Restoration,2880 N El Burrito Ave,,Tucson,AZ,85705-4002,,,,,04/07/2022
Nassau County Supreme Court of NY,Re Case #:,100 Supreme Ct. Dr.,,Mineola,NY,11501,,,,,08/25/2023
Nasser Hosseini MD PLLC,P.O. Box 41150,,,Mesa,AZ,85274-1150,,,,,02/18/2025
Natalie Akin,6312 Osage Dr.,,,North Little Rock,AR,72116,,,,,12/08/2021
Nate Thomas Snap-On,9249 White Fir Dr NE,,,Olympia,WA,98516,,,,,05/18/2023
Natera,PO Box 889023,,,Los Angeles,CA,90088,,,,,03/19/2024
Natera Inc.,PO Box 889023,,,Los Angeles,CA,90088,,,,,08/21/2024
Nathan & Nathan,PO Box 1715,,,Birmingham,AL,35201,,,,,12/15/2022
Nathan Aynes,5021 296th St E,,,Graham,WA,98338,,,,,02/02/2026
Nathan Davis Orthodontics,Suite 128,2500 S. Power Rd,,Mesa,AZ,85209,,,,,02/15/2024
Nathan Eugene Bartolomei,17730 12th Ave NE Apt 303,,,Seattle,WA,98155,,,,,04/23/2026
National Action Resolutions Gr,6523 S. Transit Road Suite 1,,,Lockport,NY,14094,,,,,09/22/2022
National Apartment Association,C/O GRE Greenwood LLC,2211 6th Ave,,Milton,WA,98354,,,,,12/19/2023
National Bank of Arizona,PO Box 30709,,,Salt Lake City,UT,84130,,,,,01/20/2021
National Bank of Arizona,"Division of Zions Bancorporation, N.A.",PO Box 2831,,Houston,TX,77252,,,,,10/22/2021
National Bank of Arizona,563 Finnie Flat Road,,,Camp Verde,AZ,86322,,,,,10/31/2024
National Barricade Co.,6518 Ravenna Ave NE,,,Seattle,WA,98115,,,,,04/17/2024
National Coatings & Supplies,4900 Falls of Neuse Road,Suite 150,,Raleigh,NC,27609,,,,,03/07/2026
National Collegiate Student Loan Trust,800 BOYLSTON STREET 34TH FLOOR,,,Boston,MA,02199,,,,,11/10/2021
National Credit Adjusters,PO Box 3023,327 W 4th St.,,Lincoln,NE,68504,,,,,08/26/2020
"National Credit Adjusters, LLC",327 West 4th Avenue,Po Box 3023,,Hutchinson,KS,67504,,,,,05/05/2022
"National Credit Adjusters, LLC",327 W 4th Ave,PO Box 3023,,Hutchinson,KS,67504-3023,,,,,08/29/2025
National Credit Audit,PO Box 515489,,,Dallas,TX,75251,,,,,06/22/2021
National Credit Services,Attn: Bankruptcy,PO Box 580,,Bothell,WA,98041,,,,,11/18/2020
National Credit Systems,PO Box 312125,,,Atlanta,GA,31131,,,,,09/07/2021
National Credit Systems,PO Box 672288,,,Atlanta,GA,30006,,,,,01/17/2023
National Credit Systems,PO Box 67228,,,Marietta,GA,30006,,,,,12/20/2023
"National Credit Systems, Inc",Attn: Bankruptcy,PO Box 312125,,Atlanta,GA,31131,,,,,04/23/2021
"National Credit Systems, Inc.",PO Box 672288,,,Marietta,GA,30006,,,,,08/12/2025
National Debt Holdings,"401 East Las Olas Blvd., Suite 1400",,,Fort Lauderdale,FL,33301,,,,,10/15/2020
National Debt Relief,Attn: Billing | Bankruptcy,11 Broadway #1732,,New York,NY,10004,,,,,04/23/2021
National Debt Relief,180 Maiden Ln 28th Floor,,,New York,NY,10038-5000,,,,,04/06/2026
National Debt Relief,Attn: Billing/Bankruptcy,180 Maiden Lane 30th Floor,,New York,NY,10038,,,,,11/17/2023
National Enterprise Systems,Attn: Billing | Bankruptcy,"2479 Edison Blvd., Unit A",,Twinsburg,OH,44087,,,,,10/22/2021
National Enterprise Systems,29125 Solon Road,,,Solon,OH,44139,,,,,02/06/2025
National Enterprise Systems for Velocity,"2479 Edison Blvd, Unit A",,,Twinsburg,OH,44087,,,,,04/30/2024
National General Insurance,P.O. Box 3199,,,Winston Salem,NC,27102,,,,,01/20/2023
National Management Recovery Corp.,5571 N. University Dr. #204,,,Coral Springs,FL,33067,,,,,12/29/2021
National Medical Professionals,PO Box 841407,,,Dallas,TX,75284,,,,,10/24/2019
National Payment Services,Mail Code OH1-1272,PO Box 182223,,Columbus,OH,43218,,,,,01/12/2021
National Recovery Agency,Attn: Bankruptcy,PO Box 67015,,Harrisburg,PA,17106,,,,,10/22/2021
National Recovery Solutions,P.O. BOX  322,,,Lockport,NY,14095,,,,,08/19/2025
National Service Bureau,"18912 North Creek Pkwy, Ste 20",,,Bothell,WA,98011,,,,,04/17/2024
National Small Loan,PO Box 632,,,Lac Du Flambeau,WI,54538,,,,,06/17/2021
National Vision Inc,"200 Newpoint Pkwy, Suite 100H",,,Lawrenceville,GA,30043,,,,,10/25/2021
Nationstar Mortgage,8950 Cypress Waters,,,Coppell,TX,75019,,,,,06/07/2025
Nationstar Mortgage Vet United,c/o Mr. Cooper,PO Box 650783,,Dallas,TX,75265,,,,,01/07/2026
